candidate_id,years_experience,current_title,skills,education_level,university,previous_companies,certifications,english_proficiency,expected_salary,candidate_location,willing_to_relocate,profile_completeness,account_created_date
107,4.0,Web Developer,Git|Python|JavaScript|Kafka|Azure|Tableau|FastAPI|Node.js|Docker|Spring|HTML,Bachelor,Online University L,Apple|Generic Tech Co 84|Generic Tech Co 90|Generic Tech Co 64,GCP-ACE|CFA,B1,81527.25659545792,Munich,No,98,2024-02-06
108,9.0,Full Stack Developer,PyTorch|Node.js|RabbitMQ|Svelte|MySQL|Spring|Vue|Redis,Bachelor,Generic State University 81,Generic Tech Co 58|SpaceX|Generic Tech Co 78|Generic Tech Co 81|Generic Tech Co 94,GCP-ACE|Agile-Certified|AWS-DOP|Kubernetes-CKAD,A2,109719.99894199804,Tabriz,Yes,100,2021-11-23
109,11.0,Systems Engineer,React|JavaScript|Next.js|Docker|dbt|Angular|Java|Vue|GitLab-CI|NumPy|SQL|PySpark,Bachelor,Amirkabir University of Technology,,,A1,134341.44539117833,Dubai,Yes,76,2020-07-05
110,6.0,Junior Full Stack Developer,Python|FastAPI|Angular|Linux|AWS,Bachelor,,Generic Tech Co 23|Generic Tech Co 44|Generic Tech Co 82,,C1,108523.83273930514,Paris,Yes,75,2023-04-24
111,6.0,Senior DevOps Engineer,Redux|Go|Webpack|CSS,Master,Generic State University 67,Generic Tech Co 40|Generic Tech Co 20,,B2,115508.96294877937,Istanbul,No,87,2023-07-29
112,,ML Engineer,Python|CICD|C#|Grafana|Airflow|Flask|Express|SASS|MySQL|R|Kubernetes,Bachelor,,Generic Tech Co 16|Generic Tech Co 20|Generic Tech Co 22|Generic Tech Co 85,Azure-AZ305|PCI-DSS,C2,100589.93637583393,Sydney,,77,2021-04-19
113,11.0,JUNIOR FRONTEND DEVELOPER,Redux|Scikit-learn|LightGBM|Power BI,Master,Generic State University 22,Generic Tech Co 29|Generic Tech Co 43|Generic Tech Co 18|Generic Tech Co 16,,C1,152170.48307759204,Tokyo,No,92,2020-09-01
114,4.0,Principal Engineer,RabbitMQ|Docker|Django|Pandas|SQL|PySpark,High School,Generic State University 6,Generic Tech Co 30|Generic Tech Co 60|Generic Tech Co 80|Generic Tech Co 95,,B1,46023.545703376614,Manchester,Yes,86,2020-06-20
115,4.0,Senior Frontend Developer,XGBoost|Scikit-learn|LightGBM|NumPy|HTML,Bachelor,,,Azure-AZ305|PCI-DSS|GCP-PCA|AWS-SAP,Elementary,65706.3506981557,London,No,75,2020-10-14
116,1.0,Solutions Architect,Python|Kafka|Azure|Tailwind|Node.js|Power BI|XGBoost|Angular|Spark|Go|HTML,Bachelor,University of Cambridge,Generic Tech Co 99|Generic Tech Co 97,,Fluent,56035.57025564913,Amsterdam,,86,2020-05-30
117,1.0,DevOps Engineer,MongoDB|Django|Spring|CSS,Master,,Generic Tech Co 57|Generic Tech Co 91,Kubernetes-CKA,A2,43778.41983816003,Istanbul,No,88,2023-07-10
118,0.0,CTO,React|CICD|Kafka|Express|Nginx|GCP|Redis|Problem-Solving|NumPy|PySpark,Bachelor,,Generic Tech Co 2|Generic Tech Co 45|SpaceX|Generic Tech Co 37,,C2,59411.174396212984,Dubai,Yes,77,2022-12-17
119,4.0,Senior Data Scientist,Python|Angular|SASS|Java|Scikit-learn,Master,Generic State University 41,Stripe|Generic Tech Co 48,,B1,97664.37696924922,Tabriz,No,92,2024-02-09
120,9.0,Web Developer,GraphQL|Go|Redis|Vue|HTML,Bachelor,Online University D,Digikala|Microsoft|Generic Tech Co 89,Kubernetes-CKA|Azure-AZ104|AWS-DevOps|Scrum-Master,,95830.27899822583,San Francisco,No,88,2022-08-27
121,4.0,Senior DevOps Engineer,MySQL|Angular|Go|Jenkins,Bachelor,Generic State University 51,Generic Tech Co 100|Shopify|Generic Tech Co 61|Generic Tech Co 40,,Intermediate,63081.87616579488,Remote,No,87,2022-05-16
122,6.0,Junior Frontend Developer,React|TensorFlow|Python|JavaScript|Airflow|Node.js|Jenkins|dbt|Django|YAML,Master,Generic State University 58,Generic Tech Co 74,PCI-DSS|Scrum-Master,A2,95807.32655954522,Berlin,Yes,100,2022-10-28
123,1.0,Junior Frontend Developer,Next.js|Docker|Ansible|XGBoost|Pandas|TypeScript,High School,Generic State University 46,Generic Tech Co 4|Generic Tech Co 62|Generic Tech Co 57|Generic Tech Co 34,Azure-AZ104,C2,28291.4204865939,Amsterdam,No,97,2023-03-10
124,3.0,Senior Data Scientist,Redux|TensorFlow|REST API|C#|Tableau|SASS|Pandas|NumPy|TypeScript|Nginx,Bachelor,Online University R,Generic Tech Co 95|Generic Tech Co 12|Generic Tech Co 17,PMP|Terraform-Associate,A2,76303.97501931757,Isfahan,,99,2021-07-31
125,9.0,Lead Architect,TensorFlow|JavaScript|Airflow|dbt|Redis|MySQL|Vue,High School,Online University A,Generic Tech Co 51|Generic Tech Co 19|Generic Tech Co 25|Generic Tech Co 94|Generic Tech Co 53,CISSP|AWS-DevOps,C1,104310.12802328772,Remote,Yes,99,2020-11-19
126,,Data Analyst  ,Redux|JSON|FastAPI|Next.js|Ansible|Django|LightGBM|NumPy|AWS,PhD,,Generic Tech Co 63|Generic Tech Co 18|Generic Tech Co 28|Shopify|Generic Tech Co 85,CFA|AWS-DOP,Native,91145.6338305385,Singapore,Yes,75,2021-03-08
127,6.0,Junior Backend Developer,Terraform|Azure|PyTorch|Angular|SASS|Pandas|Problem-Solving,Bachelor,Online University W,Generic Tech Co 84|Amazon|Generic Tech Co 92|Generic Tech Co 25,HIPAA|Docker-Certified|AWS-DOP,Elementary,63768.623798302906,Hamburg,No,98,2022-02-09
128,0.0,CTO,XGBoost|Webpack|PySpark|dbt,Bachelor,Generic State University 38,Generic Tech Co 87,,Elementary,20000.0,London,No,89,2024-01-14
129,8.0,Engineering Manager,Agile|PyTorch|Next.js|GraphQL|MongoDB|XGBoost|Spark|PySpark,Bachelor,Online University B,Uber|Generic Tech Co 54,,A2,102034.69412578954,Berlin,No,86,2022-08-27
130,9.0,Principal Engineer,Python|Kafka|C#|Airflow|Next.js|CSS|TypeScript|Vue|Kubernetes,Bachelor,Generic State University 50,Stripe|Generic Tech Co 52|Generic Tech Co 64,AWS-SAP,C1,137008.22488552306,Dubai,No,100,2022-02-14
131,2.0,Engineering Manager,Tailwind|Airflow|Node.js|Docker|HTML|Redis|TypeScript|NumPy|R|Kubernetes,Master,Generic State University 20,Generic Tech Co 58|Generic Tech Co 84|Apple|Generic Tech Co 19,,A2,71917.28787834683,Dubai,Yes,84,2022-07-09
132,10.0,Web Developer,Python|JavaScript|Tailwind|PostgreSQL|CSS|Pandas,PhD,,Generic Tech Co 99|Generic Tech Co 87|Stripe|Generic Tech Co 5,Scrum-Master,B1,145670.45752552213,Tehran,No,81,2021-12-17
133,2.0,Principal Engineer,REST API|Express|Power BI|dbt|SASS|Vue,High School,MIT,Generic Tech Co 9|Generic Tech Co 3|Generic Tech Co 40|Generic Tech Co 21,,A2,81222.46316111609,San Francisco,Yes,88,2023-03-01
134,12.0,Solutions Architect (Senior),Redux|Python|Webpack|Jenkins|SQL|AWS,Bachelor,University of Cambridge,Generic Tech Co 86|Generic Tech Co 2|Generic Tech Co 89|Generic Tech Co 18|Generic Tech Co 56|Generic Tech Co 94,Agile-Certified|PCI-DSS|Scrum-Master,,145613.17238769855,Amsterdam,Yes,90,2023-06-07
135,5.0,CTO ,TensorFlow|Azure|PyTorch|Docker|Angular|SASS|Go|Problem-Solving|Kubernetes,High School,Generic State University 11,Generic Tech Co 10|Generic Tech Co 22|Generic Tech Co 91|Netflix|Generic Tech Co 5,,Elementary,76596.29079280168,Tokyo,No,93,2020-06-01
136,1.0,Junior DevOps Engineer,React|Django|Docker|dbt,Bachelor,Generic State University 2,Generic Tech Co 55|Generic Tech Co 58,,A2,43382.033478071644,Paris,,90,2021-04-15
137,2.0,DATA SCIENTIST,PyTorch|Next.js|Airflow|TypeScript|Vue|NumPy|Testing|PySpark|SQL,Bachelor,,Generic Tech Co 94|Generic Tech Co 7|Generic Tech Co 17,,C2,60912.80046103669,Tabriz  ,No,71,2020-01-09
138,14.0,Junior Web Developer,Python|RabbitMQ|MongoDB|SASS|SQL,PhD,UC Berkeley,Stripe|Generic Tech Co 48,GCP-PCA|AWS-DOP|AWS-DevOps,,149736.91307736203,San Francisco,No,88,2021-12-19
139,3.0,Principal Engineer,Grafana|Tableau|Node.js|PostgreSQL|CSS|Svelte|Kubernetes|Scikit-learn|Linux|HTML,Bachelor,Generic State University 43,Generic Tech Co 13|Cafe Bazaar|Generic Tech Co 49,,,67120.12990960223,Seattle,No,77,2021-05-10
140,9.0,Data Scientist,React|JSON|FastAPI|Next.js|Prometheus|PostgreSQL|CSS|XGBoost|Nginx|Kubernetes,Master,Generic State University 71,Cafe Bazaar|Virgool|Generic Tech Co 8|Generic Tech Co 79|Generic Tech Co 95,GCP-PCA|HIPAA|PMP,C1,99014.43497836862,Dubai,,100,2022-03-19
141,3.0,Junior Data Analyst,Redux|Airflow|FastAPI|TypeScript|Problem-Solving,Master,Online University O,Generic Tech Co 15|Generic Tech Co 6|Generic Tech Co 34|Generic Tech Co 3|Generic Tech Co 59|Generic Tech Co 62,,A1,71004.67427821145,Isfahan,Yes,87,2022-11-16
142,5.0,Backend Developer,React|Grafana|Tableau|Jenkins|Angular|R|PySpark|HTML,Bachelor,,Generic Tech Co 14|Generic Tech Co 51|Generic Tech Co 92,Kubernetes-CKA,,100347.74141487814,Mashhad,No,72,2023-02-25
143,1.0,Junior DevOps Engineer,CICD|Node.js|Jenkins|CSS|Angular|SASS|Communication|Nginx|SQL,Bachelor,Generic State University 92,,AWS-DOP|Azure-AZ104,A1,85451.56060779403,Hamburg,Yes,88,2021-03-19
144,7.0,Senior Software Engineer,Airflow|Grafana|Express|dbt|CSS|NumPy|Go|YAML|SQL|AWS,Master,,Generic Tech Co 78|Generic Tech Co 16|Generic Tech Co 8|Generic Tech Co 79|Uber|Generic Tech Co 83,Kubernetes-CKAD|PCI-DSS|AWS-CSA,C1,110789.01281193491,Dubai,No,90,2020-07-26
145,13.0,Database Administrator ,React|Docker|CSS|Angular|GitLab-CI,PhD,Generic State University 75,Meta|Generic Tech Co 17,,A1,158011.4054439621,Berlin,No,88,2021-03-23
146,4.0,Software Engineer,Redux|Azure|R|RabbitMQ|Spring|Go|Testing|PySpark|SQL,Master,Generic State University 56,Generic Tech Co 24|Apple|Generic Tech Co 47|Amazon|Generic Tech Co 62|Generic Tech Co 83,,B1,88260.67543215178,Paris,Yes,88,2022-02-07
147,7.0,Tech Lead,Kafka|Tailwind|Scrum|CSS|XGBoost|Django|SASS|R|Kubernetes,Master,Generic State University 9,Generic Tech Co 21,HIPAA,A1,107928.42393426459,San Francisco,Yes,100,2020-07-26
148,4.0,Junior Backend Developer,Redux|Scrum|RabbitMQ|Express|Ansible|Spring|Redis|Go|Kubernetes,High School,Harvard University,,,A2,64906.88953390466,London,No,75,2023-11-01
149,3.0,Software Developer Intern,GitLab-CI|Next.js|Webpack|GCP|XGBoost|Pandas|Spark|Vue|Scikit-learn|YAML,High School,,Google|Generic Tech Co 72,,C2,85235.70731725436,Isfahan,No,78,2021-07-17
150,4.0,Systems Engineer,Git|Express|Jenkins|GitLab-CI|Kubernetes,Bachelor,,Generic Tech Co 18,,C2,74547.73801770933,Remote,Yes,74,2020-05-18
151,2.0,Lead Architect,Airflow|GraphQL|Node.js|Express|Docker|Django|Nginx|Kubernetes,High School,Online University P,Uber|Generic Tech Co 50|Generic Tech Co 7,,A1,81224.16771550979,London,No,89,2021-01-31
152,3.0,Junior DevOps Engineer,Agile|Tableau|Next.js|Webpack|Prometheus|Docker|Svelte|Angular|Spring|Spark,Master,Generic State University 59,Generic Tech Co 99|Generic Tech Co 68|Generic Tech Co 93|Netflix|Generic Tech Co 14,Kubernetes-CKA|HIPAA|Agile-Certified,A1,69993.9845277832,Tabriz,Yes,99,2022-08-24
153,6.0,Junior Data Analyst,Python|Kafka|PyTorch|Svelte|XGBoost|Angular|MySQL|AWS,Master,Generic State University 22,Generic Tech Co 20|Generic Tech Co 74|Generic Tech Co 25,AWS-SAP,A2,72906.58249968247,Sydney,Yes,99,2020-11-19
154,5.0,Senior DevOps Engineer,Redux|Python|Azure|Tailwind|Webpack|GCP|Docker|TypeScript|Spark,Bachelor,Generic State University 74,Generic Tech Co 44,PMP|Terraform-Associate|AWS-DOP|AWS-CSA,B1,85962.46004256164,Dubai,No,100,2020-04-22
155,11.0,Database Administrator,Git|React|Grafana|Power BI|Pandas|NumPy,PhD,,Generic Tech Co 23|Digikala|Generic Tech Co 19|Generic Tech Co 93|Generic Tech Co 9|Generic Tech Co 13,Agile-Certified|Azure-AZ104|AWS-DevOps,B2,115634.96446589175,Manchester,,91,2022-07-21
156,8.0,Software Engineer,LightGBM|Docker|PySpark|CSS,Bachelor,,,PMP,A2,114286.0710113057,Mashhad,,75,2021-05-21
157,4.0,ML Engineer,Git|Python|Terraform|RabbitMQ|Communication|Spark|Go|Kubernetes,Bachelor,,Generic Tech Co 29|Cafe Bazaar|Generic Tech Co 41|Generic Tech Co 10|Generic Tech Co 42,GCP-ACE,,65849.7055351014,Sydney,No,75,2023-05-29
158,3.0,Full Stack Developer,Azure|FastAPI|Webpack|Redis|Vue,Bachelor,Generic State University 22,Generic Tech Co 35|Generic Tech Co 76|Generic Tech Co 22|Generic Tech Co 91|Generic Tech Co 94,,A1,81684.87581307751,Boston,No,89,2023-08-24
159,4.0,CTO,Git|Airflow|FastAPI|GraphQL|dbt|Svelte|Kubernetes|Problem-Solving|Testing|AWS,Bachelor,,Generic Tech Co 61|Netflix|Amazon|Generic Tech Co 40|Generic Tech Co 69,GCP-PCA|AWS-DOP,A1,87650.41643176375,London,No,88,2020-01-14
160,6.0,CTO,Azure|Tailwind|Grafana|RabbitMQ|Tableau|PostgreSQL|Angular|MySQL|AWS,Bachelor,,Generic Tech Co 30|Generic Tech Co 76|Amazon|Generic Tech Co 55|Generic Tech Co 9|Generic Tech Co 88,,B2,114002.98381462385,Dubai,,75,2020-10-14
161,6.0,Solutions Architect (Senior),React|Python|Power BI|Prometheus|PostgreSQL|Svelte,PhD,,Generic Tech Co 23|Generic Tech Co 22|Generic Tech Co 13|Generic Tech Co 94|Generic Tech Co 62|Generic Tech Co 82,Agile-Certified|AWS-DevOps,B1,111209.51524287245,Tehran,No,91,2024-02-23
162,5.0,Director of Engineering,Tailwind|FastAPI|Webpack|Docker|AWS|NumPy|Linux|Kubernetes|SQL,PhD,Generic State University 47,Generic Tech Co 8|Generic Tech Co 97|Generic Tech Co 100,,C1,84468.4868204223,Sydney,No,88,2021-03-04
163,,head of data,Tailwind|Express|Prometheus|PostgreSQL|dbt|Java|MySQL|Linux,Bachelor,University College London,Generic Tech Co 50|Shopify|Generic Tech Co 59|Generic Tech Co 35,Azure-AZ305|Agile-Certified|Docker-Certified,,119894.73179766737,Karaj,Yes,76,2021-02-06
164,9.0,Solutions Architect (Senior),Tableau|Express|Svelte|Angular|PySpark|Kubernetes,Bachelor,Online University U,Generic Tech Co 33|Generic Tech Co 85,,B1,121660.25554688854,Sydney,No,90,2020-07-15
165,6.0,Senior ML Engineer,Grafana|PostgreSQL|Django|Problem-Solving|PySpark,Master,,Generic Tech Co 32|Generic Tech Co 53,GCP-PCA|Terraform-Associate|AWS-DevOps,C1,114003.05369912295,Tehran,Yes,88,2021-07-04
166,15.0,Senior Full Stack Developer,JavaScript|FastAPI|Ansible|PostgreSQL|Spring|Vue,Master,Generic State University 77,Generic Tech Co 63|Microsoft,CISSP|Scrum-Master,Upper-Intermediate,174078.32640567273,Toronto,,99,2023-08-08
167,7.0,VP Engineering,Redux|Terraform|RabbitMQ|Prometheus|PostgreSQL|SASS|MySQL,Master,Online University D,,,B2,127022.7446984554,Amsterdam,Yes,76,2022-07-02
168,4.0,ML Engineer,Redux|REST API|Tailwind|Next.js|CSS|Pandas|PySpark,Bachelor,Generic State University 63,Generic Tech Co 26|Generic Tech Co 37,,,52381.61375613992,Toronto,Yes,76,2021-03-10
169,1.0,Senior Software Engineer,TensorFlow|REST API|CICD|Grafana|Ansible|Pandas|Kubernetes,Master,,,PCI-DSS|CISSP|AWS-SAP|Azure-AZ900,C1,45215.02582848772,Sydney,No,75,2022-12-25
170,7.0,Senior Full Stack Developer,React|CICD|FastAPI|Flask|GitLab-CI|Kubernetes,Master,,Generic Tech Co 29|Generic Tech Co 19|Generic Tech Co 45|Generic Tech Co 37|Generic Tech Co 82,,,118778.58789754685,Vancouver,No,62,2021-11-15
171,7.0,Senior Data Scientist,CICD|CSS|Redis|Go|PySpark,Bachelor,,Generic Tech Co 99|Meta|Generic Tech Co 80|Generic Tech Co 57,,C2,95070.93526965822,Austin,No,79,2023-01-12
172,6.0,Senior Backend Developer,Python|Flask|PostgreSQL|Jenkins|Pandas|Scikit-learn|PySpark,Master,Generic State University 7,,,Elementary,84978.8405804551,Toronto,Yes,74,2020-12-28
173,8.0,Data Analyst,Azure|Next.js|Express|Webpack|Pandas|Redis,Bachelor,Online University E,,,A1,110868.19864893093,Qom,Yes,72,2021-10-09
174,2.0,DevOps Engineer,Airflow|R|PostgreSQL|Next.js,Master,Generic State University 82,,PMP|PCI-DSS|AWS-DOP|AWS-CSA,C1,87122.93408419639,Hamburg,No,87,2022-06-20
175,8.0,Junior Data Analyst,React|Grafana|Tailwind|Flask|Power BI|Webpack|Express|Django|TypeScript|NumPy,High School,Generic State University 14,Stripe|Generic Tech Co 96|Generic Tech Co 87,,B1,81572.8820427986,Vancouver,Yes,93,2021-01-11
176,14.0,Head of Data,REST API|PyTorch|Express|GCP|dbt|Pandas|Java|GitLab-CI|YAML,Master,Online University Y,,,B2,196654.24191819504,Hamburg,No,74,2022-10-14
177,4.0,Senior Software Engineer,React|Tailwind|MongoDB|Flask|Docker|dbt|Angular|Redis|MySQL|Vue|PySpark,Bachelor,Online University H,,CEH|Agile-Certified|AWS-DevOps,,85003.7513975025,Remote,No,78,2021-12-20
178,4.0,Senior Full Stack Developer,TensorFlow|Agile|Azure|Kafka|Scrum|RabbitMQ|Jenkins|Svelte|Angular|Vue|Testing,Bachelor,Generic State University 19,,GCP-ACE|AWS-DOP|CISSP,,62720.72333135689,Isfahan,No,79,2021-04-17
179,3.0,Senior Data Scientist,React|Grafana|GraphQL|SASS|Communication|Spring,Bachelor,,Generic Tech Co 40|Generic Tech Co 59|Generic Tech Co 42|Generic Tech Co 69,,B2,64824.46887905728,Istanbul,Yes,77,2022-08-01
180,12.0,Engineering Manager,React|Python|REST API|Airflow|Tailwind|MongoDB|Spark|TypeScript|Nginx|R|Kubernetes,Bachelor,Generic State University 57,Generic Tech Co 56|Generic Tech Co 97|Generic Tech Co 62,,A2,121802.45438781078,Mashhad,,91,2023-02-07
181,5.0,Full Stack Developer,Redux|TensorFlow|JavaScript|Next.js|Power BI|PostgreSQL|XGBoost|GitLab-CI,Master,Generic State University 25,,,B2,110261.55195830809,Madrid,Yes,77,2023-10-09
182,11.0,Sr. ML Engineer,JavaScript|JSON|Kafka|Next.js|TypeScript,Bachelor,,Generic Tech Co 16|Generic Tech Co 6|Generic Tech Co 61,,Elementary,153885.97120553756,San Francisco,,75,2023-03-06
183,4.0,Senior DevOps Engineer,Redux|Git|Python|FastAPI|Power BI|Webpack|YAML|SASS|Redis|Vue|NumPy|Kubernetes,Bachelor,,Generic Tech Co 33,Kubernetes-CKAD|Agile-Certified|Kubernetes-CKA|AWS-SAP,A2,83009.57956989028,Qom,No,87,2023-01-26
184,1.0,Junior Frontend Developer,JavaScript|Tableau|Docker|Prometheus|HTML|Kubernetes|SASS|Django|NumPy|AWS,Bachelor,Sorbonne University,Generic Tech Co 7|Generic Tech Co 25,Azure-AZ305|AWS-CSA|AWS-DevOps,Native,63888.843700112324,Seattle,No,96,2022-07-11
185,3.0,Junior Software Engineer,Git|JavaScript|Power BI|dbt|XGBoost|SASS|TypeScript|PySpark,Master,,,,C2,63716.95055261477,Munich,No,62,2022-03-03
186,5.0,Senior Full Stack Developer,Next.js|MongoDB|Webpack|dbt|Angular|Problem-Solving,Bachelor,,Generic Tech Co 26|Generic Tech Co 20,,B1,98693.46441696322,Tehran,No,73,2021-05-06
187,10.0,Solutions Architect,Redux|GraphQL|Docker|Angular|SASS|Spark|Go|SQL|Kubernetes,Master,,Generic Tech Co 70|Generic Tech Co 77|Snapp|Generic Tech Co 35,,Elementary,129912.04745018035,Remote,No,78,2020-08-26
188,2.0,Software Engineer,Kafka|Scrum|MongoDB|Spark|MySQL|TypeScript|GitLab-CI,PhD,,Generic Tech Co 49,GCP-ACE|AWS-SAP|AWS-DevOps,A2,69001.87223503097,Tabriz,No,90,2021-08-18
189,6.0,Junior Web Developer,React|Python|Power BI|Svelte|Nginx,Master,Amirkabir University of Technology,Generic Tech Co 25,,,100544.96931502962,Manchester,Yes,75,2022-03-25
190,11.0,Junior Web Developer,React|Express|Jenkins|TypeScript|Go|LightGBM,Master,Generic State University 8,Generic Tech Co 41|Generic Tech Co 87|Generic Tech Co 63|Microsoft|Generic Tech Co 73,GCP-PCA|AWS-CSA,A1,139434.9459403992,Vancouver,No,100,2021-08-11
191,1.0,Junior Software Engineer,JSON|Terraform|PyTorch|Tableau|Grafana|PostgreSQL|Scikit-learn|PySpark,Bachelor,,Generic Tech Co 29|Generic Tech Co 87|Generic Tech Co 89|Generic Tech Co 93|Generic Tech Co 44,,C1,67073.57834733816,Austin,Yes,75,2020-08-09
192,,Junior Software Engineer,PostgreSQL|dbt|Ansible|Angular|SASS|Django|Spring|MySQL|Go,Bachelor,Generic State University 32,Meta,,B1,50148.39007329004,Karaj,No,75,2021-02-18
193,11.0,Director of Engineering,Git|Python|Terraform|Kafka|Ansible|Svelte|XGBoost|MySQL,Master,,Generic Tech Co 31,,A1,155696.4507269785,Tehran,No,73,2020-07-16
194,7.0,Full Stack Developer,Redux|TensorFlow|Grafana|Next.js|Redis|R|Kubernetes|SQL,Master,,,,A2,112552.37075788582,Qom,No,65,2020-07-04
195,1.0,Tech Lead,TensorFlow|JavaScript|Docker|Prometheus|SASS|TypeScript|NumPy|R,Bachelor,,Cafe Bazaar|Generic Tech Co 64,Docker-Certified|AWS-CSA,A2,33271.60174658576,Remote,No,89,2021-11-03
196,11.0,Data Analyst,Python|FastAPI|Flask|Docker|Django|SASS|Spark|TypeScript|GitLab-CI|R|HTML,PhD,Generic State University 44,,,C1,157475.5500667013,Mashhad,No,73,2022-06-29
197,7.0,Solutions Architect,Redux|CICD|Express|Ansible|CSS|Spring|Nginx|Kubernetes,Master,Tehran Polytechnic,Generic Tech Co 46|Generic Tech Co 72|Generic Tech Co 91,,A2,123051.22057367773,Isfahan,Yes,88,2022-09-27
198,3.0,VP Engineering,Docker|XGBoost|Pandas|Java|TypeScript|GitLab-CI|PySpark,Master,Generic State University 96,Generic Tech Co 24,,Native,67993.5790923709,Remote,Yes,91,2021-12-07
199,1.0,Systems Engineer,Redux|TensorFlow|Docker|dbt|Testing|MySQL|NumPy|SQL|Kubernetes,PhD,,,,C2,56278.42508696741,SHIRAZ,Yes,53,2020-04-27
200,2.0,Tech Lead,Python|Webpack|SASS|Pandas|Kubernetes,PhD,Generic State University 86,,,B1,70185.9376302794,Manchester,No,78,2023-09-16
201,11.0,Junior Web Developer,Tailwind|PyTorch|Webpack|Communication|SQL,M.S.,Online University Y,Generic Tech Co 61|Generic Tech Co 87|Apple|Generic Tech Co 60|Generic Tech Co 6|Generic Tech Co 82,,A2,114880.55620069329,San Francisco,Yes,88,2022-10-05
202,5.0,Junior DevOps Engineer,TensorFlow|Python|MongoDB|Flask|Django|Pandas|GitLab-CI,Bachelor,Generic State University 40,,CFA|Kubernetes-CKA|CEH|GCP-PCA,C1,105810.53523792878,Amsterdam,Yes,81,2021-05-31
203,4.0,Software Developer Intern,JSON|Docker|C#|Prometheus,Bachelor,Generic State University 77,Generic Tech Co 46|Generic Tech Co 100|Generic Tech Co 61|Shopify|Generic Tech Co 98,Azure-AZ305|Docker-Certified,Elementary,45186.13395820858,Singapore,No,100,2024-01-12
204,6.0,Tech Lead,JSON|REST API|C#|Flask|Docker|Problem-Solving|Linux|HTML,Bachelor,Generic State University 89,Generic Tech Co 7|Generic Tech Co 52|Generic Tech Co 59|Snapp,,C1,105748.77454355141,Remote,No,90,2021-01-30
205,3.0,Software Developer Intern,Power BI|Flask|Prometheus|SASS|Linux,BSc,,Generic Tech Co 46|Generic Tech Co 4|Generic Tech Co 17|Generic Tech Co 71,,,81664.79982681597,Tokyo,Yes,61,2020-04-26
206,6.0,Database Administrator,Terraform|Azure|GraphQL|Node.js|Docker|Jenkins|MySQL|Scikit-learn|SQL,PhD,,Generic Tech Co 26|Generic Tech Co 23|Generic Tech Co 61|Generic Tech Co 50|Generic Tech Co 17|Generic Tech Co 14,,A1,108126.2276121829,Hamburg,No,75,2022-03-12
207,19.0,Head of Data,Azure|RabbitMQ|Java|Scikit-learn|Testing,Bachelor,Generic State University 30,Generic Tech Co 92|Generic Tech Co 11,,B2,207998.10381293888,Manchester,Yes,90,2022-11-26
